meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
0.0597809849598081,0.0642412677031359,0.032026913372582,0.0150714886459209,0.0901934398654331,0.0751219512195122,2.293305846677281,1.7629463482605803,0.893369416700807,0.491917766397811,0.0,0.0597809849598081,0.084279106440321,0.0157016683022571,0.275862068965517,0.0078125,0.0078125,-1.4314216469549106,-1.4191371182418606,0.0,0
0.066008740387572,0.0673100287952527,0.040228734810579,0.0194138670478914,0.0926661901358113,0.0732523230879199,4.54805598276599,4.433007776855711,0.892193242265734,0.513723842537073,0.0,0.066008740387572,0.107936553670454,0.0158259149357072,0.25,0.009014423076923,0.0078125,-1.4181071582442124,-1.4058184026381746,0.0526315789473684,0
0.0773155026958227,0.0838294209445061,0.0367184586699814,0.0087010565568676,0.131908017402113,0.123206960845246,6.513656362446629,7.326206773684356,0.846389091878782,0.478904979116727,0.0,0.0773155026958227,0.0987062615673936,0.0156555772994129,0.271186440677966,0.0079900568181818,0.0078125,-1.4292025655031275,-1.416917332307913,0.0465116279069767,0
0.151228091724635,0.0721105872627985,0.158011187072716,0.0965817277812306,0.207955251709136,0.111373523927906,-0.4498583729575377,-0.24009930682461833,0.963322461535984,0.727231798861951,0.0838781852082039,0.151228091724635,0.0889648485504597,0.017797552836485,0.25,0.201497395833333,0.0078125,-1.2738668638783144,-1.261532316931576,0.247119078104994,0
0.135120387296677,0.0791461004935869,0.124656228727025,0.0787202178352621,0.206044928522805,0.127324710687543,-0.4809107258939304,-0.23893986719269278,0.971955076212905,0.783568057553871,0.1042614023145,0.135120387296677,0.106397844620363,0.0169312169312169,0.266666666666667,0.7128125,0.0078125,0.12415445074500382,0.13693282145545818,0.208273894436519,0
0.132786407306188,0.0795568659729794,0.119089848308051,0.0679579929988331,0.209591598599767,0.141633605600933,-0.2848219665636156,-0.20947385611472705,0.96318134631677,0.73830700448564,0.112555425904317,0.132786407306188,0.110131920122721,0.0171122994652406,0.253968253968254,0.298221982758621,0.0078125,-0.659181301734411,-0.6466516132280704,0.125159642401022,0
0.150762330177465,0.0744632052034133,0.160106382978723,0.0928989361702128,0.205718085106383,0.11281914893617,-0.3796173746661957,-0.22668119980529947,0.967573069931702,0.762637670276566,0.0861968085106383,0.150762330177465,0.105944515254121,0.0262295081967213,0.266666666666667,0.479619565217391,0.0078125,0.07533465880577683,0.08809753090860939,0.123991864787152,0
0.160514332166817,0.0767668848761485,0.144336775218427,0.110532168387609,0.231961874503574,0.121429706115965,-0.41110117027318216,-0.2357310168564365,0.959254569785851,0.719857907046562,0.128324066719619,0.160514332166817,0.093052430337196,0.0177580466148724,0.144144144144144,0.301339285714286,0.0078125,-1.2805241082336636,-1.268191674733419,0.28393665158371,0
0.142239416807037,0.0780184624458836,0.138587443946188,0.0882062780269058,0.208587443946188,0.120381165919283,-0.4812474149607709,-0.24089253635055083,0.97072293218034,0.770992054490076,0.219103139013453,0.142239416807037,0.0967289462068476,0.0179573512906846,0.25,0.336476293103448,0.0078125,-0.8189551662627902,-0.806476200472303,0.148272017837235,0
0.134328777309825,0.0803500276143771,0.121451346893898,0.0755799890049478,0.201957119296317,0.126377130291369,-0.4598735237793108,-0.23557758462420852,0.975246142524797,0.804505253038031,0.011698735568994,0.134328777309825,0.105880926304665,0.0193003618817853,0.262295081967213,0.340364583333333,0.015625,-0.09997277588508371,-0.08948534380720448,0.0899199815784929,0
0.157020511056795,0.0719429306811688,0.168160152526215,0.101429933269781,0.2167397521449,0.115309818875119,-0.5096219115809556,-0.24160458851359573,0.96524913928741,0.733692877928757,0.0963584366062917,0.157020511056795,0.0888939829948002,0.0220689655172414,0.117647058823529,0.460227272727273,0.0078125,-0.6347714057647975,-0.622233967954646,0.2,0
0.138550521389033,0.0770539929982884,0.127526595744681,0.087313829787234,0.202739361702128,0.115425531914894,-0.3569452464913857,-0.22442878443183711,0.966003775055692,0.752042012692436,0.0121010638297872,0.138550521389033,0.104199318686673,0.0191387559808612,0.262295081967213,0.24609375,0.0078125,-0.6614003831861941,-0.6488713991620181,0.132351371544455,0
0.137342741880723,0.0808767069335911,0.124262508122157,0.0831448992852502,0.209226770630279,0.126081871345029,-0.41544757893988843,-0.23393466621408884,0.96351352778845,0.736149955067445,0.108434048083171,0.137342741880723,0.0926440193108201,0.0167890870933893,0.213333333333333,0.481670673076923,0.015625,-0.008990436361978875,0.0015258794846501281,0.0885,0
0.181225459373767,0.0600420545194889,0.190953206239168,0.128838821490468,0.229532062391681,0.100693240901213,-0.4176405162710464,-0.2304756395962168,0.937445760468646,0.537079994941026,0.219826689774697,0.181225459373767,0.131503722276956,0.025,0.275862068965517,1.27711397058824,0.0078125,-0.6369904872165806,-0.6244537538885937,0.416550279329609,0
0.183115280687352,0.0669823503730641,0.191232528589581,0.129148665819568,0.240152477763659,0.111003811944091,0.10093176790612059,-0.008774260378310715,0.940332622910243,0.57139420151872,0.049987293519695,0.183115280687352,0.102798695064569,0.0208333333333333,0.275862068965517,1.24573863636364,0.203125,0.48142656448207405,0.43882370847234176,0.139331767807852,0
0.174272105181833,0.0694110453235828,0.190874106652007,0.115601979109401,0.228279274326553,0.112677295217152,0.31719703600422294,0.18676851119506835,0.950972024663856,0.635199178449614,0.0500274876305662,0.174272105181833,0.102045991451092,0.0183276059564719,0.246153846153846,1.62129934210526,0.0078125,0.5546562523909145,0.5675712926413068,0.209310986964618,0
0.190846297652897,0.0657902823878029,0.207950987066031,0.132280462899932,0.244356705241661,0.112076242341729,-0.3721500393653694,-0.21299141910202568,0.938546013440116,0.538809584118407,0.0501293396868618,0.190846297652897,0.113322801479182,0.0175438596491228,0.275862068965517,1.43411458333333,0.0078125,0.3615961660857896,0.37444991638785924,0.25477978832366,0
0.171246971349986,0.074871569699177,0.152806652806653,0.122390852390852,0.243617463617464,0.121226611226611,0.01580295494678169,-0.08007639854827175,0.936953536867586,0.586419514172829,0.05995841995842,0.171246971349986,0.0797183122032528,0.0156709108716944,0.262295081967213,0.106279481132075,0.0078125,-1.2716477824265313,-1.2593125309976283,0.138354700854701,0
0.168345946168349,0.074120817065231,0.145618471687741,0.115755909840572,0.239824079164376,0.124068169323804,-0.10279416173888269,-0.1340457456044083,0.934523379604557,0.55974231826604,0.0600329851566795,0.168345946168349,0.0834840221276007,0.0157170923379175,0.231884057971014,0.1465625,0.0078125,-0.5460081476934757,-0.5334425305967391,0.0595365965935246,0
0.173631376053858,0.073351512008514,0.153568557391693,0.12368021438142,0.244234033050469,0.120553818669049,-0.07905748867171812,-0.11645707965708288,0.930916892819773,0.518268556530761,0.0600267976775346,0.173631376053858,0.0901295386406535,0.0157016683022571,0.210526315789474,0.19304435483871,0.0078125,-0.6325523243130144,-0.6200141820206984,0.0681238615664845,0
0.172754287202847,0.0769025830140396,0.177736289381564,0.120070011668611,0.24536756126021,0.125297549591599,-0.04066229823152495,-0.12223458827438487,0.925539326979812,0.523081122573219,0.059953325554259,0.172754287202847,0.0935735125050573,0.0157635467980296,0.2,0.235877403846154,0.0078125,-1.2294852348426535,-1.2171365982526225,0.235069278547539,0
0.181015393833521,0.0743693038331353,0.169298813376483,0.128673139158576,0.254174757281553,0.125501618122977,-0.13039182112905265,-0.18002745105379128,0.915284119626616,0.475317470815803,0.0599568500539374,0.181015393833521,0.0986434101933255,0.0161453077699294,0.275862068965517,0.20984375,0.0078125,-0.38401520171331344,-0.37139815741855897,0.0599399717514124,0
0.163535853470868,0.072448898313093,0.145542521994135,0.113929618768328,0.227448680351906,0.113519061583578,0.10554181855568735,-0.058667518596218014,0.927014678290766,0.542422403541936,0.059941348973607,0.163535853470868,0.0625416438604246,0.0156862745098039,0.197530864197531,0.0596217105263158,0.0078125,-1.3071530856550602,-1.294829105940791,0.0916988416988417,0
0.170212797508261,0.0751049460722898,0.1460529986053,0.123988842398884,0.250125523012552,0.126136680613668,-0.0762701241687537,-0.169033608802758,0.913832253608624,0.487965715691965,0.0599442119944212,0.170212797508261,0.0776984149257884,0.0157016683022571,0.192771084337349,0.1015625,0.0078125,-1.2738668638783144,-1.261532316931576,0.16179126038281,0
0.160422476518119,0.0766147644560479,0.144823805794832,0.120924040720439,0.237243539545811,0.116319498825372,0.7342320697660424,0.3626448805377916,0.933029647028206,0.567423613537129,0.0600783085356304,0.160422476518119,0.0989441461784293,0.0160965794768612,0.275862068965517,0.206756161971831,0.0078125,-0.31078551380447295,-0.29814522159828577,0.0738896746817539,0
0.164699838046527,0.07536177235918,0.147018469656992,0.118698328935796,0.240474934036939,0.121776605101143,0.2519991320463614,0.05272821603759872,0.940668790234324,0.604020485106291,0.0599648197009675,0.164699838046527,0.0829626113523638,0.0156402737047898,0.253968253968254,0.143353174603175,0.0078125,-1.1318456509641996,-1.1194660171589248,0.125925925925926,0
0.169578801414252,0.0756345139572698,0.186467576791809,0.116706484641638,0.238549488054608,0.121843003412969,0.26646052500332845,0.06913475106205651,0.929498042215949,0.543708544075529,0.0599658703071672,0.169578801414252,0.0824513207182936,0.0162107396149949,0.271186440677966,0.1484375,0.0078125,-0.40842509768292695,-0.39581580269198335,0.0508405639913232,0
0.169021003926254,0.0717781520946695,0.143168482816429,0.12580050293378,0.248315171835708,0.122514668901928,-0.014362298229468995,-0.1647661127608953,0.902275256056735,0.477745723075478,0.128147527242246,0.169021003926254,0.130598327687847,0.0158415841584158,0.225352112676056,0.3353125,0.0078125,-1.2317043162944366,-1.2193563841865702,0.397354497354497,0
0.167340238692684,0.0728412302318368,0.141739130434783,0.122173913043478,0.24,0.117826086956522,-0.22360205570672434,-0.2106338020747861,0.913763493306731,0.539479089755153,0.134782608695652,0.167340238692684,0.120052183696988,0.016243654822335,0.262295081967213,0.298677884615385,0.0078125,-1.2405806421015688,-1.228235527922361,0.384778012684989,0
0.180527821446414,0.0708669980737599,0.142385321100917,0.12954128440367,0.252477064220184,0.122935779816514,-0.08023817419438814,-0.18070251724280295,0.853114893695345,0.313426449697903,0.133577981651376,0.180527821446414,0.126607440767276,0.0170394036208733,0.177777777777778,0.23486328125,0.0078125,-1.2894004340407959,-1.2770708184692097,0.329241071428571,0
0.153039047583376,0.0740311299735897,0.158064516129032,0.0927311827956989,0.214365591397849,0.121634408602151,-0.5317312834589848,-0.2449419954321326,0.973217841619629,0.807551708402321,0.216774193548387,0.153039047583376,0.067407498731641,0.016260162601626,0.205128205128205,0.2615625,0.0078125,-1.1429410582231148,-1.1305649468286632,0.191346153846154,0
0.166659498779566,0.075961167558551,0.142781456953642,0.122075055187638,0.245077262693157,0.123002207505519,0.03341630727331076,-0.14787168402141393,0.915784869319231,0.560406695288123,0.127019867549669,0.166659498779566,0.127719891241989,0.0172786177105832,0.275862068965517,0.274502840909091,0.0078125,-1.253895130812267,-1.241554243526047,0.3325,0
0.175659428789724,0.0716515330560574,0.144191616766467,0.131057884231537,0.256526946107784,0.125469061876248,0.14064611808940183,-0.11045944133547347,0.87674895524559,0.403909559814853,0.134411177644711,0.175659428789724,0.132726095827914,0.0165631469979296,0.228571428571429,0.2578125,0.0078125,-1.2494569679087009,-1.2371146716581516,0.203436807095344,0
0.174825733261765,0.0715328311457178,0.146470588235294,0.123529411764706,0.247058823529412,0.123529411764706,-0.13289013319917387,-0.19612225118005294,0.875391518945669,0.436706209991643,0.12,0.174825733261765,0.124684801647241,0.0167539267015707,0.25,0.799005681818182,0.0078125,-0.2486512331545477,-0.2359912154477509,0.205816135084428,0
0.174064613695703,0.073121843993196,0.140183486238532,0.127706422018349,0.252844036697248,0.125137614678899,0.028980261812919458,-0.14932028572252448,0.875611110757132,0.414838884375256,0.133211009174312,0.174064613695703,0.124533185752238,0.0163432073544433,0.231884057971014,0.244944852941176,0.0078125,-1.253895130812267,-1.241554243526047,0.4225,0
0.159530491241504,0.0752731037758217,0.146853146853147,0.121398601398601,0.239370629370629,0.117972027972028,-0.2704493002227003,-0.2201370535622926,0.921132352978294,0.58253102166607,0.133636363636364,0.159530491241504,0.120254421255631,0.0184119677790564,0.168421052631579,0.372869318181818,0.0078125,-0.6924675235111567,-0.6799484022372856,0.216816816816817,0
0.167648361378834,0.067219927332567,0.15723951285521,0.136021650879567,0.209526387009472,0.0735047361299053,-0.28399583126681066,-0.22410811460922564,0.903982304886457,0.48288605004274,0.134506089309878,0.167648361378834,0.14274825093861,0.0166147455867082,0.262295081967213,0.239583333333333,0.0078125,-1.2627714566193993,-1.2504333872618376,0.347587719298246,0
0.172436385879824,0.0715045425033091,0.145620437956204,0.132846715328467,0.252408759124088,0.11956204379562,0.32177317622147117,-0.04069491543992144,0.878206881380586,0.470044350040893,0.135912408759124,0.172436385879824,0.138903871454975,0.121212121212121,0.172043010752688,0.2609375,0.1328125,-1.2760859453300974,-1.2992686778086864,0.232510288065844,0
0.162981115748587,0.0659523320391401,0.142770663562282,0.134295692665891,0.206984866123399,0.0726891734575087,0.2841298986535983,-0.07396820320692542,0.869835695985953,0.429785658616844,0.13755529685681,0.162981115748587,0.131376326043577,0.0167714884696017,0.181818181818182,0.187890625,0.0078125,-1.2383615606497858,-1.2260157419884132,0.255427841634738,0
0.170209847645069,0.0720230083476475,0.146003898635478,0.128810916179337,0.24588693957115,0.117076023391813,-0.09297859813998877,-0.18371245738251832,0.911850752503152,0.514600668174849,0.132358674463938,0.170209847645069,0.127529186441539,0.0161616161616162,0.25,0.328464673913043,0.0078125,-1.1740081985480775,-1.1616419499039305,0.171551724137931,0
0.171400807336282,0.0684281385770345,0.145321955003879,0.131202482544608,0.24611326609775,0.114910783553142,-0.049465684841652625,-0.16931859979720623,0.893569584640594,0.42425444839283,0.137067494181536,0.171400807336282,0.141183374968156,0.0158415841584158,0.262295081967213,0.313657407407407,0.0078125,-1.2361424791980027,-1.2237959560544656,0.273221343873518,0
0.146886153673949,0.0681608164090999,0.121466749533872,0.0971037911746426,0.213349906774394,0.116246115599751,-0.12660169232774765,-0.1727304508532596,0.940658898446483,0.611977348854841,0.121292728402735,0.146886153673949,0.0815637605876064,0.0159362549800797,0.242424242424242,0.346768465909091,0.0078125,-0.24643215170276467,-0.23377142951380322,0.0950701158435676,0
0.16676378549101,0.06448851603386,0.160123647604328,0.116846986089645,0.229582689335394,0.11273570324575,-0.24127320855906298,-0.20480190084253805,0.937848763267474,0.592123294220865,0.121391035548686,0.16676378549101,0.101681481312411,0.0156402737047898,0.253968253968254,0.41953125,0.0078125,-0.6325523243130144,-0.6200141820206984,0.0995726495726496,0
0.15369186058473,0.0664958590051702,0.145158831003812,0.0990851334180432,0.21151207115629,0.112426937738246,-0.18575465364980065,-0.16797102910348882,0.946349009357573,0.62927157286556,0.121321473951715,0.15369186058473,0.0955971184790345,0.0159203980099502,0.242424242424242,0.607610887096774,0.0859375,-0.09109645007795153,-0.10058427347694283,0.120310245310245,0
0.168011338642239,0.0688734014235488,0.16791788856305,0.115982404692082,0.228064516129032,0.11208211143695,-0.1935303007774529,-0.20758127420767097,0.92652154099124,0.567620972051409,0.121319648093842,0.168011338642239,0.101718928392445,0.016,0.262295081967213,0.204152960526316,0.0078125,-1.25611421226405,-1.2437740294599946,0.231953472459802,0
0.148281382593677,0.0681171836825027,0.129892780557541,0.094867762687634,0.200343102215868,0.105475339528234,0.030262188880253383,-0.10134373303856758,0.942626112443593,0.635852982521046,0.121286633309507,0.148281382593677,0.0975316074241821,0.0158102766798419,0.275862068965517,0.715745192307692,0.0078125,0.05092476283616334,0.06367988563518498,0.139221556886228,0
0.158595955363442,0.0662166523960017,0.133302217036173,0.111085180863477,0.224457409568261,0.113372228704784,-0.02853946655679126,-0.1410748464748538,0.932415159215677,0.567913489370427,0.121213535589265,0.158595955363442,0.0804598268608848,0.0160642570281125,0.266666666666667,0.264128989361702,0.0078125,-1.054177800151793,-1.0417735094707563,0.182097186700767,0
0.163643181592107,0.0700307165058564,0.144121110176619,0.110681244743482,0.227485281749369,0.116804037005887,-0.3397845624467372,-0.21451538224456435,0.948383439758033,0.632579315186476,0.121278385197645,0.163643181592107,0.0555653493134555,0.0162767039674466,0.213333333333333,0.162642045454545,0.03125,-1.2427997235533519,-1.2371146716581516,0.116234756097561,0
0.158656925362715,0.0675640574033461,0.161061946902655,0.104452008168822,0.219196732471069,0.114744724302246,-0.2831473590345092,-0.21025263462953303,0.942189912738613,0.61357816263411,0.121225323349217,0.158656925362715,0.101394916344673,0.0157790927021696,0.275862068965517,0.467797256097561,0.0078125,0.5213700306141689,0.5342745036320917,0.0909375,0
0.137892820110534,0.0724206626991024,0.119852398523985,0.0865313653136531,0.20070110701107,0.114169741697417,-0.26632350629810475,-0.19499592882062375,0.963294372566666,0.72704722444664,0.0599261992619926,0.137892820110534,0.0763074182909643,0.0162107396149949,0.128,0.505859375,0.03125,-0.10884910169221589,-0.1028040594108905,0.17303728686528,0
0.142715585277193,0.0741635911070786,0.127850098619329,0.0889151873767258,0.206272189349112,0.117357001972387,-0.37451668453123765,-0.21746976574136184,0.96668487246705,0.753187641555649,0.0601972386587771,0.142715585277193,0.0988725568207706,0.0187353629976581,0.207792207792208,0.853298611111111,0.0078125,-0.10884910169221589,-0.09614470160904749,0.212988551125148,0
